Chunk ID,Section ID,Page From,Page To,Content,Document PDF,similarity_pct
c5e7f7fc-7ec8-4655-8914-52e77a2e9e59,Sum Insured,14,14,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 14 of 64
Insured Event Percentage of the Sum Insured payable 27. Loss of middle/ring/little finger-one phalanx 2%",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,18.980578926291912
567034ef-a7ef-4456-bd6e-50daccd33592,Sum Insured,14,14,"Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 14 of 64
Insured Event Percentage of the Sum Insured payable 27. Loss of middle/ring/little finger-one phalanx 2%
For the purpose of this Add-on Benefit: a. Limb means a hand at or above the wrist or a foot above the ankle; Physical separation of one hand or foot means separation at or above wrist and/or at or above ankle, respectively. This Add-on Benefit will be payable provided that: a. The Disability, of the nature specified in the foregoing table, continues for a period of at least 180 days from the commencement of the Disability, and the Disability Certificate issued by the treating Medical Practitioner at the expiry of the 180 days confirms that there is no reasonable medical hope of improvement. It is clarified that this condition is not application for any Disability in the nature of a physical separation; If the Insured Person suffers a loss that is not of the nature of a Disability specified in the table above, then Our independent medical advisors will determine the degree and percentage of such disability; If a claim is accepted under this Add-on Benefit in respect of an Insured Person, and the amount due under this Add-on Benefit and claims already admitted under the Policy in respect of the Insured Person will cumulatively exceed the Sum Insured specified against this Add-on Benefit under the Schedule, then Our maximum, total and cumulative liability under any and all such claims in a Policy Year will be limited to the Sum Insured under this Add-on Benefit. Once the total claim paid under this Add-on Benefit reaches 100% of Sum Insured for an Insured Person, the cover under this Add-on Benefit will cease for the remainder of the Coverage Period and the Insured Person will not be eligible for this Add-on Benefit in subsequent Policy Years. 5.9 Permanent Total Disability Cover If this Add-on Benefit is in force, in case an Insured Person suffers an Injury due to an Accident that occurs during the Coverage Period and that Injury solely and directly results in the Permanent Total Disability of the Insured Person which is of the nature specified in the table below, within 365 days from the date of the Accident, We will pay the Sum Insured specified against this Add-on Benefit in the Schedule: Nature of Permanent Total Disability Total and irrecoverable loss of sight in both eyes Loss by physical separation or total and permanent loss of use of both hands or both feet Loss by physical separation or total and permanent loss of use of one hand and one foot Total and irrecoverable loss of sight in one eye and loss of a Limb Total and irrecoverable loss of hearing in both ears and loss of one Limb/ loss of sight in one eye Total and irrecoverable loss of hearing in both ears and loss of speech Total and irrecoverable loss of speech and loss of one Limb/ loss of sight in one eye Permanent, total and absolute disability (not falling under any one the above) which results in the Insured Person being unable to engage in any employment or occupation or business for remuneration or profit, of any description whatsoever which results in Loss of Independent Living",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,23.695756417259993
ffcb2bb8-48cd-410a-8b56-8bc9be9e8cd7,,14,14,"For the purpose of this Add-on Benefit: a. Limb means a hand at or above the wrist or a foot above the ankle; Physical separation of one hand or foot means separation at or above wrist and/or at or above ankle, respectively. This Add-on Benefit will be payable provided that: a. The Disability, of the nature specified in the foregoing table, continues for a period of at least 180 days from the commencement of the Disability, and the Disability Certificate issued by the treating Medical Practitioner at the expiry of the 180 days confirms that there is no reasonable medical hope of improvement. It is clarified that this condition is not application for any Disability in the nature of a physical separation; If the Insured Person suffers a loss that is not of the nature of a Disability specified in the table above, then Our independent medical advisors will determine the degree and percentage of such disability; If a claim is accepted under this Add-on Benefit in respect of an Insured Person, and the amount due under this Add-on Benefit and claims already admitted under the Policy in respect of the Insured Person will cumulatively exceed the Sum Insured specified against this Add-on Benefit under the Schedule, then Our maximum, total and cumulative liability under any and all such claims in a Policy Year will be limited to the Sum Insured under this Add-on Benefit. Once the total claim paid under this Add-on Benefit reaches 100% of Sum Insured for an Insured Person, the cover under this Add-on Benefit will cease for the remainder of the Coverage Period and the Insured Person will not be eligible for this Add-on Benefit in subsequent Policy Years. 5.9 Permanent Total Disability Cover If this Add-on Benefit is in force, in case an Insured Person suffers an Injury due to an Accident that occurs during the Coverage Period and that Injury solely and directly results in the Permanent Total Disability of the Insured Person which is of the nature specified in the table below, within 365 days from the date of the Accident, We will pay the Sum Insured specified against this Add-on Benefit in the Schedule: Nature of Permanent Total Disability Total and irrecoverable loss of sight in both eyes Loss by physical separation or total and permanent loss of use of both hands or both feet Loss by physical separation or total and permanent loss of use of one hand and one foot Total and irrecoverable loss of sight in one eye and loss of a Limb Total and irrecoverable loss of hearing in both ears and loss of one Limb/ loss of sight in one eye Total and irrecoverable loss of hearing in both ears and loss of speech Total and irrecoverable loss of speech and loss of one Limb/ loss of sight in one eye Permanent, total and absolute disability (not falling under any one the above) which results in the Insured Person being unable to engage in any employment or occupation or business for remuneration or profit, of any description whatsoever which results in Loss of Independent Living
For the purpose of this Add-on Benefit:",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,23.359078071062488
cdf1a15e-58e0-41ab-a293-f8c73f878ca8,,15,15,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 15 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.171937426559616
22b10ff8-68ac-4c76-ac42-cb6d4ab1e4c7,,15,15,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 15 of 64
a. Limb means a hand at or above the wrist or a foot above the ankle; Physical separation of one hand or foot means separation at or above wrist and/or at or above ankle, respectively. This Add-on Benefit will be payable provided that: a. The Permanent Total Disability continues for a period of at least 180 days from the commencement of the Permanent Total Disability, and the Disability Certificate issued by the treating Medical Practitioner at the expiry of the 180 days confirms that there is no reasonable medical hope of improvement. It is clarified that this condition is not application for any Disability in the nature of a physical separation; b. If the Insured Person suffers Injuries resulting in more than one of the Permanent Total Disabilities specified in the table above, then Our maximum, total and cumulative liability under this Add-on Benefit shall be limited to the Sum Insured specified against this Add-on Benefit in the Schedule. c. On the acceptance of a claim under this Add-on Benefit, all cover under this Policy shall immediately and automatically cease in respect of that Insured Person. 5.10 Value Added Services If this Add-on Benefit is in force, some or all of the below mentioned Value Added Services may be available to the Insured Person, if specified in the Schedule. By way of these preventive and wellness services, We intend to incentivize the Insured Persons to take care of their health and maintain a healthy lifestyle. The cost of utilizing the below services will be borne by You or the Insured Person unless specifically covered under any of the Basic Benefits or Add-on Benefits of the Policy. Our role is to facilitate the below services for Your/Insured Person’s ease of use, and We will not assume any liability for the services or advice provided by Our Empanelled Service Providers under this Add-on Benefit. All the below services will be provided upon Your/Insured Person’s request through Our Empanelled Service Providers. Sr No. Name of Service Description 1 e-Consultation We will facilitate a digital appointment with a qualified Medical Practitioner who can help Insured Person by providing round-the- clock medical helpline services through an online portal as a chat service, a call back service or a voice call service. 2 Wellness Coach In order to educate, empower and engage the Insured Person to become more aware of the Insured Person’s health and proactively manage it, We will, through periodic communications like e- mailers, blogs and online platform provide the Insured Person information on wellness coaching in areas such as: o Weight management o Activity and fitness o Nutrition o Tobacco cessation o Alcohol abuse de-addiction program o Information on various diseases o Dietary plans",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,34.12062918420911
9e689afc-c153-4e98-95af-27301695579d,,15,15,"a. Limb means a hand at or above the wrist or a foot above the ankle; Physical separation of one hand or foot means separation at or above wrist and/or at or above ankle, respectively. This Add-on Benefit will be payable provided that: a. The Permanent Total Disability continues for a period of at least 180 days from the commencement of the Permanent Total Disability, and the Disability Certificate issued by the treating Medical Practitioner at the expiry of the 180 days confirms that there is no reasonable medical hope of improvement. It is clarified that this condition is not application for any Disability in the nature of a physical separation; b. If the Insured Person suffers Injuries resulting in more than one of the Permanent Total Disabilities specified in the table above, then Our maximum, total and cumulative liability under this Add-on Benefit shall be limited to the Sum Insured specified against this Add-on Benefit in the Schedule. c. On the acceptance of a claim under this Add-on Benefit, all cover under this Policy shall immediately and automatically cease in respect of that Insured Person. 5.10 Value Added Services If this Add-on Benefit is in force, some or all of the below mentioned Value Added Services may be available to the Insured Person, if specified in the Schedule. By way of these preventive and wellness services, We intend to incentivize the Insured Persons to take care of their health and maintain a healthy lifestyle. The cost of utilizing the below services will be borne by You or the Insured Person unless specifically covered under any of the Basic Benefits or Add-on Benefits of the Policy. Our role is to facilitate the below services for Your/Insured Person’s ease of use, and We will not assume any liability for the services or advice provided by Our Empanelled Service Providers under this Add-on Benefit. All the below services will be provided upon Your/Insured Person’s request through Our Empanelled Service Providers. Sr No. Name of Service Description 1 e-Consultation We will facilitate a digital appointment with a qualified Medical Practitioner who can help Insured Person by providing round-the- clock medical helpline services through an online portal as a chat service, a call back service or a voice call service. 2 Wellness Coach In order to educate, empower and engage the Insured Person to become more aware of the Insured Person’s health and proactively manage it, We will, through periodic communications like e- mailers, blogs and online platform provide the Insured Person information on wellness coaching in areas such as: o Weight management o Activity and fitness o Nutrition o Tobacco cessation o Alcohol abuse de-addiction program o Information on various diseases o Dietary plans
3 Lab Services (Home Collection) We will facilitate collection of test samples such as blood, urine, stool etc from the Insured Person’s home address for further",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,37.85754482664571
62860745-1a1b-461a-aacd-740449d88fee,,16,16,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 16 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.269309932229817
5fde2232-948c-4e27-8899-820788f2037c,,16,16,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 16 of 64
Sr No. Name of Service Description testing and analysis. The cost of these tests and reports will have to be borne by the Insured Person. 4 Pharmacy (Home Delivery) We will facilitate home delivery of the medications prescribed by a qualified Medical Practitioner from the nearby pharmacy empanelled with Us on Our Out-Patient Medical Services Network, subject to copy of the prescription being shared (where ever required) and availability of the medication with the pharmacy. The cost of the medication will have to be borne by the Insured Person.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,28.337726394859118
3ec5d6bc-9f9b-41e2-9264-35bd55298caa,,16,16,"5 Vital/Physical Activity Monitoring Services We will facilitate integration of the Insured Person’s health device(s) such as blood-pressure monitors, glucometers, wireless pedometers, smart watches and other digital well-being devices/appliances to an online database that will track and asses the Insured Person’s vitals as reported by the health device. It can provide periodic updates and reports of the Insured Person’s health status. The cost of the device will have to be borne by the Insured Person.
6 Reminder Notifications We will facilitate routine notification messages via mail or a messaging portal or a follow-up call to the Insured Person as a reminder to schedule his/her medical appointments and/or take daily dosage of his/her prescribed medication as per the information shared by the Insured Person",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,33.15161562148672
e79445c7-5a55-4759-a661-6a0358806dc5,,16,16,"6 Reminder Notifications We will facilitate routine notification messages via mail or a messaging portal or a follow-up call to the Insured Person as a reminder to schedule his/her medical appointments and/or take daily dosage of his/her prescribed medication as per the information shared by the Insured Person
7 Medical Wallet We will arrange for a ‘medical wallet’ for the online storage of the Insured Person’s medical reports. This will be a digital cloud service which will allow the Insured Person to store all his/her medical reports online. It will provide easy access of the Insured Person’s medical history and reports to the treating Medical Practitioner(s) and to any other person with whom the Insured Person may share the login and access codes, easing the Insured Person’s need to physically carry documents with the Insured Person. For the purpose of this Value-Added Service, the Insured Person is requested to not share the login/access codes or any other credentials for such medical wallet with any unauthorised parties, and we do not assume any liability for any unauthorised disclosure of such confidential medical information in this regard.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,30.951114353604037
d24a8a73-3db6-4718-aee5-4531e4a21972,,16,16,"7 Medical Wallet We will arrange for a ‘medical wallet’ for the online storage of the Insured Person’s medical reports. This will be a digital cloud service which will allow the Insured Person to store all his/her medical reports online. It will provide easy access of the Insured Person’s medical history and reports to the treating Medical Practitioner(s) and to any other person with whom the Insured Person may share the login and access codes, easing the Insured Person’s need to physically carry documents with the Insured Person. For the purpose of this Value-Added Service, the Insured Person is requested to not share the login/access codes or any other credentials for such medical wallet with any unauthorised parties, and we do not assume any liability for any unauthorised disclosure of such confidential medical information in this regard.
8 Report Aggregation We will facilitate the regular analysis of the Insured Person’s health status as per the medical records/reports shared by the Insured Person. It will highlight the Insured Person’s wellbeing or any areas of concern or deterioration in the Insured Person’s health, allowing the Insured Person to take necessary calls about his/her health.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,28.70331067174472
e3a2ea05-3793-47f8-81c3-4e8262f8af0d,,16,16,"8 Report Aggregation We will facilitate the regular analysis of the Insured Person’s health status as per the medical records/reports shared by the Insured Person. It will highlight the Insured Person’s wellbeing or any areas of concern or deterioration in the Insured Person’s health, allowing the Insured Person to take necessary calls about his/her health.
9 Home Care Services We will facilitate the following home care services for the Insured Person in case of need: o Home Care Nursing o Patient Assistant o Physiotherapy o Yoga Trainer o Psychologist",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,26.55801475048084
a10c36e4-ad96-42f5-b48e-2d7db4ebd8ff,,17,17,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 17 of 64
Sr No. Name of Service Description o Palliative Care o Renting Medical equipment such as Wheelchair, Patient Bed, Oxygen Cylinder etc The cost of the foregoing services/equipment will have to be borne by the Insured Person.
10 Ambulance Arrangement Services
We will facilitate provision of an Ambulance for the Insured Person’s transportation subject to availability of Ambulance in the area where such service needs to be arranged. The cost of the transportation will have to be borne by the Insured Person.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,30.742067098617774
338a9cb9-528c-490d-8129-f0658efc8eae,,17,17,"We will facilitate provision of an Ambulance for the Insured Person’s transportation subject to availability of Ambulance in the area where such service needs to be arranged. The cost of the transportation will have to be borne by the Insured Person.
11 Pick-up and Drop Services for Consultation We will facilitate pick-up and drop Service by road, for the Insured Person’s transportation to the Network Provider or any health care facility empanelled with Us for treatment/diagnostics, subject to availability of vehicle/taxi in the area where such service needs to be arranged. The cost of the transportation will have to be borne by the Insured Person.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,39.93913173312741
4efd30f0-0741-491d-bf04-0ca2dbd60053,Network,17,17,"11 Pick-up and Drop Services for Consultation We will facilitate pick-up and drop Service by road, for the Insured Person’s transportation to the Network Provider or any health care facility empanelled with Us for treatment/diagnostics, subject to availability of vehicle/taxi in the area where such service needs to be arranged. The cost of the transportation will have to be borne by the Insured Person.
12 Prioritizing Appointments We will facilitate prioritization of the Insured Person’s appointment, based on the urgency, with the Network Providers offering the necessary treatment/ diagnostics subject to availability of the service(s). The cost of the consultancy/diagnostic will have to be borne by the Insured Person.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,42.06754815981086
909a7149-e66b-40fe-b380-a45d0558be0d,Network,17,17,"12 Prioritizing Appointments We will facilitate prioritization of the Insured Person’s appointment, based on the urgency, with the Network Providers offering the necessary treatment/ diagnostics subject to availability of the service(s). The cost of the consultancy/diagnostic will have to be borne by the Insured Person.
Terms and Conditions applicable to Wellness Program: a. Any Information provided by the Insured Person shall be kept confidential by Us and Our Network Providers/Empanelled Service Provider. b. For services which are provided through Our Network Providers/Empanelled Service Provider/, We act solely as a facilitator, and We would not be liable for any incidental, consequential or incremental costs of the services incurred by the Insured Person, of any nature. c. Any advice or recommendations provided under this Add-on Benefit should not be construed to constitute medical advice and/or substitute the Insured Person's visit/ consultation to an independent Medical Practitioner. d. We shall not be liable for any discrepancy in the information provided under this Add-on Benefit. e. All medical services are being provided by Network Providers/Empanelled Service Provider who are empanelled after proper due diligence. The Insured Person is free to consult their personal/ family doctor/Medical Practitioner before availing the medical services. The decisions to utilise the services will solely be at the discretion of the Insured Person. f. Availing the services under this Add-on Benefit is purely upon the customer’s own discretion and at own risk. We shall have no liability and shall not be deemed to have any liability if the Insured Person fails to follow the advice of his or her Medical Practitioner or avails any of these services against the advice of his or her Medical Practitioner. g. We do not assume any liability and shall not be deemed to assume any liability towards any loss or damage arising out of or in relation to any opinion, advice, prescription, actual or alleged errors,",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,42.99994963407223
1db43d54-2607-45b0-8b3e-6480503c98c3,,18,18,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 18 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.127490699291386
23ee06a2-9dab-45ec-8232-a4277ca38e57,,23,23,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 23 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.423255332403368
d85e134e-68f8-4d73-9869-afb4832b5289,,23,23,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 23 of 64
9. Any Critical Illness caused by ionizing radiation or contamination by radioactivity from any nuclear fuel (explosive or hazardous form) or from any nuclear waste from the combustion of nuclear fuel, nuclear, chemical or biological attack. 10. Working in underground mines, tunnelling or involving electrical installations with high tension supply, or as jockeys or circus personnel; 11. Congenital Anomalies or any complications or conditions arising therefrom including any developmental conditions of the Insured; 12. Insured Persons whilst engaging in a speed contest or racing of any kind (other than on foot), bungee jumping, parasailing, ballooning, parachuting, skydiving, paragliding, hang gliding, mountain or rock climbing necessitating the use of guides or ropes, potholing, abseiling, deep sea diving using hard helmet and breathing apparatus, polo, snow and ice sports in so far as they involve the training for or participation in competitions or professional sports, or involving a naval, military or air force operation; 13. Participation by the Insured Person in any flying activity, except as a bona fide, fare- paying passenger of a recognized airline on regular routes and on a scheduled timetable. 14. Any loss resulting directly or indirectly, contributed or aggravated or prolonged by childbirth or from pregnancy; 15. Any Critical Illness based on certification/diagnosis/treatment from persons not registered as Medical Practitioners, or from a Medical Practitioner who is practicing outside the discipline that he is licensed for, or any diagnosis or treatment that is not scientifically recognized or Unproven/Experimental Treatment, or is not Medically Necessary or any kind of self-medication and its complications; 16. Any treatment/surgery for change of sex, cosmetic or plastic surgery or any elective surgery or cosmetic procedure that improve physical appearance, surgical and non- surgical treatment of obesity, including morbid obesity (unless certified to be life threatening) and weight control programs, or treatment of an optional nature including complications/illness arising as a consequence thereof; 17. Any Critical Illness arising or resulting from the Insured Person committing any breach of law or participating in an actual or attempted felony, riot, crime, misdemeanour or civil commotion with criminal intent; 18. In the event of the death of the Insured Person within the stipulated survival period as set out above. 19. Failure to seek or follow Medical Advice. 20. Birth control procedures and hormone replacement therapy. 21. Any loss or treatment arising from or traceable to pregnancy (including voluntary termination), miscarriage (unless due to an accident), childbirth, maternity (including Caesarean section), abortion or complications of any of these. This exclusion will not apply to ectopic pregnancy. 6.8 Permanent Exclusions for Personal Accident Add-on Benefit We shall not be liable to make any payment for any claim in respect of any Insured Person, directly or indirectly for, caused by or arising from or in any way attributable to any of the following unless otherwise stated in the Policy: 1. Any Pre-existing condition or Disability arising out of a Pre-existing Diseases or any complication arising therefrom.",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,17.562095900961396
ea9a62dd-a930-4b62-9856-776cc66eda74,Exclusions,18,18,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 18 of 64
omissions and representations made by any Medical Practitioner or the Network Providers/Empanelled Service Provider. 6 Exclusions We shall not be liable to make any payment under this Policy caused by, arising out of or attributable to any of the following. All the Waiting Periods shall be applicable individually for each Insured Person and claims shall be assessed accordingly. 6.1 Pre-Existing Diseases-Code-Excl01 a. Expenses related to the treatment of a pre-existing Disease (PED) and its direct complications shall be excluded until the expiry of number of months, as specified in the Schedule, of continuous coverage after the date of inception of the first policy with insurer. b. In case of enhancement of sum insured the exclusion shall apply afresh to the extent of sum insured increase. c. If the Insured Person is continuously covered without any break as defined under the portability norms of the extant IRDAI (Health Insurance) Regulations, then waiting period for the same would be reduced to the extent of prior coverage. d. Coverage under the policy after the expiry of number of months, as specified in the Schedule, for any pre-existing disease is subject to the same being declared at the time of application and accepted by Insurer. 6.2 Specified Disease/Procedure Waiting Period-Code-Excl02 a. Expenses related to the treatment of the listed Conditions, surgeries/treatments shall be excluded until the expiry of number of months, as specified in the Schedule, of continuous coverage after the date of inception of the first policy with Us. This exclusion shall not be applicable for claims arising due to an accident. b. In case of enhancement of sum insured the exclusion shall apply afresh to the extent of sum insured increase. c. If any of the specified disease/procedure falls under the waiting period specified for pre-Existing diseases, then the longer of the two waiting periods shall apply. d. The waiting period for listed conditions shall apply even if contracted after the policy or declared and accepted without a specific exclusion. e. If the Insured Person is continuously covered without any break as defined under the applicable norms on portability stipulated by IRDAI, then waiting period for the same would be reduced to the extent of prior coverage. f. List of specific diseases/procedures: 1. Eyes: Cataract, Glaucoma and other disorders of lens, disorders of Retina 2. Stone: Pancreatitis and Stones in Biliary and Urinary System 3. Genitourinary: Abnormal Utero-vaginal bleeding, female genital Prolapse, Endometriosis/Adenomyosis, Fibroids, PCOD, or any condition requiring dilation and curettage or Hysterectomy 4. Cysts, Tumour: All internal or external benign or In Situ Neoplasms/Tumours, Cyst, Sinus, Polyp, Nodules, Swelling, Mass or Lump, 5. Prostate: Hyperplasia of Prostate, Hydrocele and spermatocele",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,28.630030155182084
31b8fe1b-6f67-4343-9e86-45f86438cd65,,19,19,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 19 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.088448166847385
00e43116-2330-4ff1-bc74-627cfb80f1ba,,19,19,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 19 of 64
6. Rectal: Haemorrhoids, Fissure or Fistula or Abscess of anal and rectal region 7. Hernia: Hernia of all sites 8. Arthritis: Osteoarthritis, Systemic Connective Tissue disorders, Dorsopathies, Spondylopathies, inflammatory Polyarthropathies, Arthrosis such as RA, Gout, Intervertebral Disc disorders 9. Kidney: Chronic kidney disease and failure 10. Varicose veins: Varicose veins of lower extremities 11. Ear, Nose, Throat: Disease of middle ear and mastoid including Otitis Media, Cholesteatoma, Perforation of Tympanic Membrane, Tonsils and Adenoids, Nasal Septum and Nasal Sinuses 12. Internal Congenital: Internal Congenital Anomaly 13. Gastro: Ulcer, Erosion and Varices of Upper Gastro Intestinal Tract 14. Any other specific conditions in Schedule: Any other condition or treatment mentioned under this head in the Schedule will have a waiting period as specified in the Schedule. 6.3 30-day waiting period-Code-Excl03 a. Expenses related to the treatment of any illness within 30 days from the first policy commencement date shall be excluded except claims arising due to an accident, provided the same are covered. b. This exclusion shall not, however, apply if the Insured Person has Continuous Coverage for more than twelve months. c. The within referred waiting period is made applicable to the enhanced sum insured in the event of granting higher sum insured subsequently. 6.4 Excluded Medical Expenses We shall not be liable to pay the expenses towards Non-Medical Expenses as listed in Section 11.1 (Annexure I) for any claim under Basic Benefit 3.1 (In-patient Hospitalization), Basic Benefit 3.2 (Day Care Treatment) or Basic Benefit 3.6 (Domiciliary Treatment Cover). 6.5 Permanent Exclusions Set 1 (Can be Waived) We shall not be liable to make any payment under this Policy for any Basic Benefits or Basic Benefit Options arising from or caused by any of the following (applicable for other than Personal Accident and Critical illness Add-on Benefits): 1. Self-inflicted Injury: Any condition occurring as a result of self-injury inflicted by the Insured Person. 2. Breach of law: Code-Excl10: Expenses for treatment directly arising from or consequent upon any Insured Person committing or attempting to commit a breach of law with criminal intent. 3. HIV and AIDS: Treatment of HIV and Acquired Immune Deficiency Syndrome (AIDS), whether or not sexually transmitted. 4. Other sexually transmitted diseases: Treatment of any sexually transmitted diseases or infections (other than HIV and AIDS), including the screening and prevention of such diseases or infections. 5. Hazardous or Adventure sports: Code-Excl09: Expenses related to any treatment necessitated due to participation as a professional in hazardous or adventure sports, including but not limited to, para-jumping, rock climbing, mountaineering, rafting, motor racing, horse racing or scuba diving, hand gliding, sky diving, deep-sea diving. 6. Unproven and Experimental Treatment:",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,23.355481626583497
5dcad832-a3af-4477-8977-828b0b68efd1,,20,20,"Acko General Insurance Limited Acko Health Insurance Policy
Acko General Insurance Limited IRDAI Reg No: 157 | CIN: U66000MH2016PLC287385 | UIN: ACKHLIP20039V012021 www.acko.com | Toll free: 1800 266 2256 | Mail: hello@acko.com Page 20 of 64",D:\Professonal\projects\chatbot\data\Acko Health Insurance Policy2020-2021.pdf,21.0096031427385
